GaugeID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-431-4,1992-07-27,1992-07-29,18.49,1992-07-28,1,1410.0,1992-07-28,3357.6,3,2,2,Severe Flood
INDOFLOODS-gauge-431-5,1994-07-13,1994-07-16,18.8,1994-07-14,1,1344.0,1994-07-14,3871.0,4,2,3,Severe Flood
INDOFLOODS-gauge-431-6,1997-07-11,1997-07-11,17.68,1997-07-11,1,1020.0,1997-07-11,1020.0,1,1,1,Severe Flood
INDOFLOODS-gauge-431-7,1999-07-18,1999-07-18,16.0,1999-07-18,1,605.0,1999-07-18,605.0,1,1,1,Flood
INDOFLOODS-gauge-431-8,2004-08-05,2004-08-05,15.62,2004-08-05,1,630.19,2004-08-05,630.19,1,1,1,Flood
INDOFLOODS-gauge-431-9,2006-09-17,2006-09-17,15.8,2006-09-17,1,672.0,2006-09-17,672.0,1,1,1,Flood
INDOFLOODS-gauge-431-10,2007-06-23,2007-06-23,15.95,2007-06-23,1,703.76,2007-06-23,703.76,1,1,1,Flood
INDOFLOODS-gauge-431-11,2007-07-03,2007-07-04,17.0,2007-07-03,1,1166.25,2007-07-03,1993.62,2,1,2,Severe Flood
INDOFLOODS-gauge-431-12,2007-07-17,2007-07-18,16.83,2007-07-17,1,1099.7,2007-07-17,1961.81,2,1,2,Severe Flood
INDOFLOODS-gauge-431-13,2009-07-17,2009-07-18,16.78,2009-07-17,1,1125.0,2009-07-17,2148.0,2,1,2,Severe Flood
INDOFLOODS-gauge-431-14,2014-08-02,2014-08-02,15.71,2014-08-02,1,690.8,2014-08-02,690.8,1,1,1,Flood
INDOFLOODS-gauge-431-15,2017-09-18,2017-09-18,16.28,2017-09-18,1,729.02,2017-09-18,729.02,1,1,1,Flood
INDOFLOODS-gauge-431-16,2018-07-11,2018-07-11,15.66,2018-07-11,1,818.72,2018-07-11,818.72,1,1,1,Flood
INDOFLOODS-gauge-431-17,2019-08-08,2019-08-10,20.01,2019-08-09,1,,,,3,2,2,Severe Flood
INDOFLOODS-gauge-434-1,2019-08-08,2019-08-08,101.7,2019-08-08,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-438-1,1985-06-24,1985-07-02,7.13,1985-06-26,1,990.0,1985-06-26,8027.0,9,3,7,Severe Flood
INDOFLOODS-gauge-438-2,1986-08-09,1986-08-12,7.56,1986-08-09,1,1570.2,1986-08-09,5157.3,4,1,4,Severe Flood
INDOFLOODS-gauge-438-3,1989-07-23,1989-07-24,6.2,1989-07-24,1,1243.0,1989-07-24,2460.0,2,2,1,Flood
INDOFLOODS-gauge-438-4,1989-09-20,1989-09-20,6.04,1989-09-20,1,1125.0,1989-09-20,1125.0,1,1,1,Flood
INDOFLOODS-gauge-438-5,1991-06-08,1991-06-08,6.08,1991-06-08,1,1134.0,1991-06-08,1134.0,1,1,1,Flood
INDOFLOODS-gauge-438-6,1992-10-10,1992-10-11,6.8,1992-10-10,1,1464.0,1992-10-10,2867.0,2,1,2,Flood
INDOFLOODS-gauge-438-7,1994-08-02,1994-08-04,7.71,1994-08-03,1,1988.0,1994-08-03,4956.0,3,2,2,Severe Flood
INDOFLOODS-gauge-438-8,1998-10-12,1998-10-13,6.72,1998-10-12,1,1170.0,1998-10-12,2267.0,2,1,2,Flood
INDOFLOODS-gauge-438-9,1998-10-15,1998-10-15,6.1,1998-10-15,1,1006.1,1998-10-15,1006.1,1,1,1,Flood
INDOFLOODS-gauge-438-10,2000-08-25,2000-08-27,7.38,2000-08-26,1,1340.0,2000-08-26,3757.0,3,2,2,Severe Flood
INDOFLOODS-gauge-438-11,2001-07-09,2001-07-11,7.79,2001-07-10,1,1212.0,2001-07-10,3356.3,3,2,2,Severe Flood
INDOFLOODS-gauge-438-12,2005-08-02,2005-08-02,6.38,2005-08-02,1,1194.0,2005-08-02,1194.0,1,1,1,Flood
INDOFLOODS-gauge-438-13,2005-09-05,2005-09-05,6.45,2005-09-05,1,1215.0,2005-09-05,1215.0,1,1,1,Flood
INDOFLOODS-gauge-438-14,2005-09-07,2005-09-07,6.05,2005-09-07,1,1096.0,2005-09-07,1096.0,1,1,1,Flood
INDOFLOODS-gauge-438-15,2007-07-17,2007-07-18,6.51,2007-07-17,1,1127.0,2007-07-17,2161.0,2,1,2,Flood
INDOFLOODS-gauge-438-16,2018-06-11,2018-06-11,6.87,2018-06-11,1,708.2,2018-06-11,708.2,1,1,1,Flood
INDOFLOODS-gauge-438-17,2018-07-16,2018-07-16,6.35,2018-07-16,1,1248.32,2018-07-16,1248.32,1,1,1,Flood
INDOFLOODS-gauge-438-18,2018-08-09,2018-08-11,7.15,2018-08-10,1,1330.86,2018-08-11,3488.84,3,2,2,Severe Flood
INDOFLOODS-gauge-438-19,2018-08-14,2018-08-20,9.46,2018-08-15,6,1136.02,2018-08-14,1136.02,7,2,6,Severe Flood
INDOFLOODS-gauge-440-1,1978-07-23,1978-07-29,9.14,1978-07-27,1,443.0,1978-07-26,2233.7,7,5,3,Severe Flood
INDOFLOODS-gauge-440-2,1978-08-28,1978-08-30,7.32,1978-08-29,1,244.9,1978-08-29,700.6,3,2,2,Flood
INDOFLOODS-gauge-440-3,1978-11-02,1978-11-10,13.34,1978-11-07,1,1130.0,1978-11-07,5046.0,9,6,4,Severe Flood
INDOFLOODS-gauge-440-4,1978-11-12,1978-11-12,7.01,1978-11-12,1,199.7,1978-11-12,199.7,1,1,1,Flood
INDOFLOODS-gauge-440-5,1979-07-25,1979-07-25,7.05,1979-07-25,1,234.0,1979-07-25,234.0,1,1,1,Flood
INDOFLOODS-gauge-440-6,1979-08-03,1979-08-03,7.23,1979-08-03,1,256.0,1979-08-03,256.0,1,1,1,Flood
INDOFLOODS-gauge-440-7,1979-11-12,1979-11-13,8.04,1979-11-12,1,350.9,1979-11-12,574.9,2,1,2,Severe Flood
INDOFLOODS-gauge-440-8,1979-11-17,1979-11-17,7.76,1979-11-17,1,289.6,1979-11-17,289.6,1,1,1,Flood
INDOFLOODS-gauge-440-9,1979-11-20,1979-11-21,8.94,1979-11-20,1,453.5,1979-11-20,713.3,2,1,2,Severe Flood
INDOFLOODS-gauge-440-10,1981-06-04,1981-06-08,8.17,1981-06-05,1,390.1,1981-06-05,1603.5,5,2,4,Severe Flood
INDOFLOODS-gauge-440-11,1981-06-12,1981-06-12,7.24,1981-06-12,1,252.0,1981-06-12,252.0,1,1,1,Flood
INDOFLOODS-gauge-440-12,1981-06-14,1981-06-19,8.78,1981-06-18,1,428.8,1981-06-18,1905.0,6,5,2,Severe Flood
INDOFLOODS-gauge-440-13,1981-07-27,1981-07-29,7.64,1981-07-28,1,295.7,1981-07-27,830.6,3,2,2,Flood
INDOFLOODS-gauge-440-14,1981-08-20,1981-08-20,7.1,1981-08-20,1,247.2,1981-08-20,247.2,1,1,1,Flood
INDOFLOODS-gauge-440-15,1981-08-23,1981-08-24,7.62,1981-08-23,1,305.0,1981-08-23,547.8,2,1,2,Flood
INDOFLOODS-gauge-440-16,1981-09-12,1981-09-14,7.74,1981-09-13,1,318.0,1981-09-13,820.0,3,2,2,Flood
INDOFLOODS-gauge-440-17,1981-09-17,1981-09-25,9.04,1981-09-22,1,464.0,1981-09-22,3469.7,9,6,4,Severe Flood
INDOFLOODS-gauge-440-18,1983-08-20,1983-08-22,8.88,1983-08-20,1,448.8,1983-08-20,1100.8,3,1,3,Severe Flood
INDOFLOODS-gauge-440-19,1983-09-23,1983-09-23,7.11,1983-09-23,1,248.7,1983-09-23,248.7,1,1,1,Flood
INDOFLOODS-gauge-440-20,1984-06-18,1984-06-18,7.4,1984-06-18,1,249.6,1984-06-18,249.6,1,1,1,Flood
INDOFLOODS-gauge-440-21,1984-07-04,1984-07-05,7.89,1984-07-04,1,334.5,1984-07-04,623.2,2,1,2,Flood
INDOFLOODS-gauge-440-22,1984-07-07,1984-07-07,7.17,1984-07-07,1,244.0,1984-07-07,244.0,1,1,1,Flood
INDOFLOODS-gauge-440-23,1984-10-03,1984-10-06,8.48,1984-10-04,1,399.9,1984-10-04,1302.4,4,2,3,Severe Flood
INDOFLOODS-gauge-440-24,1984-10-08,1984-10-08,7.62,1984-10-08,1,309.7,1984-10-08,309.7,1,1,1,Flood
INDOFLOODS-gauge-440-25,1985-07-01,1985-07-01,7.06,1985-07-01,1,247.6,1985-07-01,247.6,1,1,1,Flood
INDOFLOODS-gauge-440-26,1989-07-22,1989-07-25,8.46,1989-07-23,1,488.2,1989-07-23,1635.1,4,2,3,Severe Flood
INDOFLOODS-gauge-440-27,1989-07-27,1989-07-28,7.18,1989-07-27,1,337.6,1989-07-27,658.8,2,1,2,Flood
INDOFLOODS-gauge-440-28,1990-11-01,1990-11-07,8.84,1990-11-04,1,581.9,1990-11-04,3488.4,7,4,4,Severe Flood
INDOFLOODS-gauge-440-29,1991-06-07,1991-06-09,8.41,1991-06-08,1,482.7,1991-06-08,1247.5,3,2,2,Severe Flood
INDOFLOODS-gauge-440-30,1991-06-12,1991-06-14,7.97,1991-06-12,1,437.5,1991-06-12,1225.6,3,1,3,Flood
INDOFLOODS-gauge-440-31,1992-08-01,1992-08-01,7.06,1992-08-01,1,335.3,1992-08-01,335.3,1,1,1,Flood
INDOFLOODS-gauge-440-32,1992-10-10,1992-10-14,12.28,1992-10-11,1,1459.0,1992-10-11,4840.1,5,2,4,Severe Flood
INDOFLOODS-gauge-440-33,1992-11-14,1992-11-18,13.7,1992-11-15,1,2367.0,1992-11-15,7658.9,5,2,4,Severe Flood
INDOFLOODS-gauge-440-34,1993-07-17,1993-07-17,7.2,1993-07-17,1,345.8,1993-07-17,345.8,1,1,1,Flood
INDOFLOODS-gauge-440-35,1994-08-02,1994-08-05,11.34,1994-08-03,1,850.6,1994-08-03,2390.2,4,2,3,Severe Flood
INDOFLOODS-gauge-440-36,1998-10-11,1998-10-17,10.61,1998-10-13,1,746.1,1998-10-13,3792.6,7,3,5,Severe Flood
INDOFLOODS-gauge-440-37,2000-08-26,2000-08-26,7.32,2000-08-26,1,381.35,2000-08-26,381.35,1,1,1,Flood
INDOFLOODS-gauge-440-38,2000-09-28,2000-09-28,7.72,2000-09-28,1,417.7,2000-09-28,417.7,1,1,1,Flood
INDOFLOODS-gauge-440-39,2007-07-17,2007-07-17,7.65,2007-07-17,1,322.94,2007-07-17,322.94,1,1,1,Flood
INDOFLOODS-gauge-440-40,2010-10-04,2010-10-04,7.53,2010-10-04,1,502.62,2010-10-04,502.62,1,1,1,Flood
INDOFLOODS-gauge-440-41,2010-11-23,2010-11-23,7.4,2010-11-23,1,441.05,2010-11-23,441.05,1,1,1,Flood
INDOFLOODS-gauge-440-42,2014-08-23,2014-08-23,8.8,2014-08-23,1,563.28,2014-08-23,563.28,1,1,1,Severe Flood
INDOFLOODS-gauge-440-43,2017-09-06,2017-09-06,9.73,2017-09-06,1,178.48,2017-09-06,178.48,1,1,1,Severe Flood
INDOFLOODS-gauge-440-44,2017-10-23,2017-10-23,10.03,2017-10-23,1,48.2,2017-10-23,48.2,1,1,1,Severe Flood
INDOFLOODS-gauge-440-45,2018-08-09,2018-08-13,9.13,2018-08-10,1,569.51,2018-08-11,1601.33,5,2,4,Severe Flood
INDOFLOODS-gauge-440-46,2018-08-15,2018-08-21,12.99,2018-08-16,1,936.82,2018-08-16,3477.66,7,2,6,Severe Flood
INDOFLOODS-gauge-441-1,2019-08-08,2019-08-09,18.24,2019-08-08,1,,,,2,1,2,Severe Flood
INDOFLOODS-gauge-445-1,2019-08-08,2019-08-09,23.91,2019-08-08,1,,,,2,1,2,Flood
INDOFLOODS-gauge-446-1,1992-11-14,1992-11-14,64.73,1992-11-14,1,744.1,1992-11-14,744.1,1,1,1,Severe Flood
INDOFLOODS-gauge-446-2,2009-11-08,2009-11-08,64.93,2009-11-08,1,740.09,2009-11-08,740.09,1,1,1,Severe Flood
INDOFLOODS-gauge-472-1,1973-07-19,1973-07-19,293.5,1973-07-19,1,11100.0,1973-07-19,11100.0,1,1,1,Flood
INDOFLOODS-gauge-472-2,1973-07-22,1973-07-23,298.14,1973-07-22,1,24350.0,1973-07-22,43924.1,2,1,2,Severe Flood
INDOFLOODS-gauge-472-3,1973-08-28,1973-09-03,300.63,1973-08-30,1,31600.0,1973-08-30,155513.0,7,3,5,Severe Flood
INDOFLOODS-gauge-472-4,1973-09-06,1973-09-08,295.96,1973-09-07,1,18100.0,1973-09-07,45803.2,3,2,2,Severe Flood
INDOFLOODS-gauge-472-5,1974-08-17,1974-08-22,300.81,1974-08-20,1,28435.3,1974-08-20,86058.2,6,4,3,Severe Flood
INDOFLOODS-gauge-472-6,1975-08-12,1975-08-12,293.16,1975-08-12,1,9524.9,1975-08-12,9524.9,1,1,1,Flood
INDOFLOODS-gauge-472-7,1975-08-15,1975-08-15,294.38,1975-08-15,1,11264.2,1975-08-15,11264.2,1,1,1,Severe Flood
INDOFLOODS-gauge-472-8,1975-08-23,1975-08-25,295.29,1975-08-24,1,13865.2,1975-08-25,37440.2,3,2,2,Severe Flood
INDOFLOODS-gauge-472-9,1975-09-12,1975-09-12,293.39,1975-09-12,1,10564.7,1975-09-12,10564.7,1,1,1,Flood
INDOFLOODS-gauge-472-10,1976-08-05,1976-08-05,293.0,1976-08-05,1,10350.0,1976-08-05,10350.0,1,1,1,Flood
INDOFLOODS-gauge-472-11,1977-06-28,1977-06-28,294.7,1977-06-28,1,14550.0,1977-06-28,14550.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-12,1977-08-08,1977-08-10,296.05,1977-08-09,1,15436.6,1977-08-09,40831.2,3,2,2,Severe Flood
INDOFLOODS-gauge-472-13,1977-08-31,1977-09-01,294.92,1977-08-31,1,14011.3,1977-08-31,25911.3,2,1,2,Severe Flood
INDOFLOODS-gauge-472-14,1977-09-14,1977-09-14,293.2,1977-09-14,1,11100.0,1977-09-14,11100.0,1,1,1,Flood
INDOFLOODS-gauge-472-15,1978-06-27,1978-06-29,602.63,1978-06-29,1,873.3,1978-06-29,1931.1,3,3,1,Severe Flood
INDOFLOODS-gauge-472-16,1978-08-16,1978-08-17,295.87,1978-08-17,1,18375.0,1978-08-17,36361.9,2,2,1,Severe Flood
INDOFLOODS-gauge-472-17,1978-08-25,1978-08-26,295.89,1978-08-26,1,18400.0,1978-08-26,28275.0,2,2,1,Severe Flood
INDOFLOODS-gauge-472-18,1978-08-30,1978-08-30,292.88,1978-08-30,1,11550.0,1978-08-30,11550.0,1,1,1,Flood
INDOFLOODS-gauge-472-19,1979-08-10,1979-08-11,294.35,1979-08-10,1,11200.7,1979-08-10,21080.7,2,1,2,Severe Flood
INDOFLOODS-gauge-472-20,1979-08-31,1979-08-31,545.0,1979-08-31,1,177.1,1979-08-31,177.1,1,1,1,Severe Flood
INDOFLOODS-gauge-472-21,1980-08-29,1980-09-01,296.4,1980-08-30,1,21893.4,1980-08-30,74579.9,4,2,3,Severe Flood
INDOFLOODS-gauge-472-22,1982-08-23,1982-08-23,294.55,1982-08-23,1,16885.7,1982-08-23,16885.7,1,1,1,Severe Flood
INDOFLOODS-gauge-472-23,1983-08-21,1983-08-21,293.23,1983-08-21,1,13800.0,1983-08-21,13800.0,1,1,1,Flood
INDOFLOODS-gauge-472-24,1983-09-09,1983-09-11,296.2,1983-09-10,1,22020.0,1983-09-10,57700.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-25,1984-08-10,1984-08-12,294.94,1984-08-10,1,18008.6,1984-08-10,47226.9,3,1,3,Severe Flood
INDOFLOODS-gauge-472-26,1984-08-18,1984-08-21,298.61,1984-08-19,1,28600.0,1984-08-19,92778.7,4,2,3,Severe Flood
INDOFLOODS-gauge-472-27,1985-08-09,1985-08-10,293.69,1985-08-10,1,12470.0,1985-08-10,24157.2,2,2,1,Flood
INDOFLOODS-gauge-472-28,1986-07-22,1986-07-25,296.25,1986-07-24,1,20680.0,1986-07-24,64480.0,4,3,2,Severe Flood
INDOFLOODS-gauge-472-29,1986-08-15,1986-08-15,295.9,1986-08-15,1,19786.7,1986-08-15,19786.7,1,1,1,Severe Flood
INDOFLOODS-gauge-472-30,1987-09-18,1987-09-18,294.66,1987-09-18,1,15945.0,1987-09-18,15945.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-31,1988-08-04,1988-08-06,295.09,1988-08-05,1,16800.0,1988-08-05,44637.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-32,1990-08-23,1990-08-23,293.5,1990-08-23,1,12810.0,1990-08-23,12810.0,1,1,1,Flood
INDOFLOODS-gauge-472-33,1991-08-24,1991-08-26,296.4,1991-08-25,1,20000.0,1991-08-25,49094.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-34,1993-08-06,1993-08-06,293.37,1993-08-06,1,12100.0,1993-08-06,12100.0,1,1,1,Flood
INDOFLOODS-gauge-472-35,1994-07-18,1994-07-24,296.16,1994-07-22,1,20200.0,1994-07-22,110802.0,7,5,3,Severe Flood
INDOFLOODS-gauge-472-36,1994-08-02,1994-08-02,293.05,1994-08-02,1,11436.0,1994-08-02,11436.0,1,1,1,Flood
INDOFLOODS-gauge-472-37,1994-08-06,1994-08-09,294.88,1994-08-07,1,15418.0,1994-08-07,52879.0,4,2,3,Severe Flood
INDOFLOODS-gauge-472-38,1994-08-20,1994-08-20,293.18,1994-08-20,1,10526.0,1994-08-20,10526.0,1,1,1,Flood
INDOFLOODS-gauge-472-39,1994-08-26,1994-08-28,294.77,1994-08-27,1,16124.0,1994-08-27,40089.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-40,1994-08-31,1994-08-31,293.57,1994-08-31,1,13054.0,1994-08-31,13054.0,1,1,1,Flood
INDOFLOODS-gauge-472-41,1994-09-06,1994-09-06,294.46,1994-09-06,1,15579.0,1994-09-06,15579.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-42,1998-09-15,1998-09-15,295.14,1998-09-15,1,18000.0,1998-09-15,18000.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-43,1999-08-09,1999-08-11,295.89,1999-08-10,1,18504.0,1999-08-10,44381.0,3,2,2,Severe Flood
INDOFLOODS-gauge-472-44,1999-09-16,1999-09-23,299.53,1999-09-19,1,27800.0,1999-09-19,178482.0,8,4,5,Severe Flood
INDOFLOODS-gauge-472-45,2002-08-19,2002-08-20,294.2,2002-08-19,1,14560.0,2002-08-19,26370.0,2,1,2,Severe Flood
INDOFLOODS-gauge-472-46,2004-08-23,2004-08-24,293.31,2004-08-23,1,12500.0,2004-08-23,24193.0,2,1,2,Flood
INDOFLOODS-gauge-472-47,2005-07-06,2005-07-06,294.0,2005-07-06,1,14279.56,2005-07-06,14279.56,1,1,1,Severe Flood
INDOFLOODS-gauge-472-48,2006-08-14,2006-08-15,293.9,2006-08-15,1,13211.0,2006-08-15,25774.0,2,2,1,Severe Flood
INDOFLOODS-gauge-472-49,2006-09-01,2006-09-01,294.69,2006-09-01,1,14924.0,2006-09-01,14924.0,1,1,1,Severe Flood
INDOFLOODS-gauge-472-50,2009-09-10,2009-09-11,296.89,2009-09-10,1,20983.97,2009-09-10,38626.68,2,1,2,Severe Flood
INDOFLOODS-gauge-472-51,2012-08-07,2012-08-07,295.55,2012-08-07,1,16972.88,2012-08-07,16972.88,1,1,1,Severe Flood
INDOFLOODS-gauge-472-52,2013-08-01,2013-08-02,294.55,2013-08-01,1,12935.08,2013-08-01,25180.08,2,1,2,Severe Flood
INDOFLOODS-gauge-472-53,2013-08-20,2013-08-25,299.18,2013-08-23,1,23529.48,2013-08-23,105059.06,6,4,3,Severe Flood
INDOFLOODS-gauge-472-54,2016-07-13,2016-07-13,293.88,2016-07-13,1,14.18,2016-07-13,14.18,1,1,1,Severe Flood
INDOFLOODS-gauge-472-55,2016-10-25,2016-10-25,312.06,2016-10-25,1,407.2,2016-10-25,407.2,1,1,1,Severe Flood
INDOFLOODS-gauge-472-56,2017-08-11,2017-08-11,566.1,2017-08-11,1,419.5,2017-08-11,419.5,1,1,1,Severe Flood
INDOFLOODS-gauge-472-57,2019-12-27,2019-12-27,1172.36,2019-12-27,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-481-1,1971-07-23,1971-07-23,207.157,1971-07-23,1,22400.0,1971-07-23,22400.0,1,1,1,Severe Flood
INDOFLOODS-gauge-481-2,1973-07-23,1973-07-24,203.27700000000002,1973-07-24,1,9065.0,1973-07-24,16721.0,2,2,1,Severe Flood
INDOFLOODS-gauge-481-3,1973-09-01,1973-09-01,202.017,1973-09-01,1,4644.0,1973-09-01,4644.0,1,1,1,Severe Flood
INDOFLOODS-gauge-481-4,1974-08-21,1974-08-22,201.375,1974-08-21,1,6313.0,1974-08-21,11563.0,2,1,2,Flood
INDOFLOODS-gauge-481-5,1982-08-24,1982-08-24,205.97,1982-08-24,1,14750.0,1982-08-24,14750.0,1,1,1,Severe Flood
INDOFLOODS-gauge-481-6,1985-08-10,1985-08-10,201.33,1985-08-10,1,9985.0,1985-08-10,9985.0,1,1,1,Flood
INDOFLOODS-gauge-481-7,2000-07-21,2000-07-22,205.15,2000-07-21,1,15500.0,2000-07-21,28000.0,2,1,2,Severe Flood
INDOFLOODS-gauge-482-1,1963-08-16,1963-08-20,198.855,1963-08-19,1,6767.0,1963-08-19,23876.0,5,4,2,Severe Flood
INDOFLOODS-gauge-482-2,1963-08-22,1963-08-22,197.175,1963-08-22,1,3218.0,1963-08-22,3218.0,1,1,1,Flood
INDOFLOODS-gauge-482-3,1963-08-29,1963-08-30,198.835,1963-08-29,1,7326.0,1963-08-29,12544.0,2,1,2,Severe Flood
INDOFLOODS-gauge-482-4,1963-09-06,1963-09-09,201.405,1963-09-07,1,12317.0,1963-09-07,29985.0,4,2,3,Severe Flood
INDOFLOODS-gauge-482-5,1964-07-26,1964-07-26,197.71900000000002,1964-07-26,1,4256.0,1964-07-26,4256.0,1,1,1,Flood
INDOFLOODS-gauge-482-6,1964-08-22,1964-08-26,199.731,1964-08-23,1,6375.0,1964-08-23,26057.0,5,2,4,Severe Flood
INDOFLOODS-gauge-482-7,1964-09-01,1964-09-04,199.66,1964-09-01,1,8046.0,1964-09-01,23412.0,4,1,4,Severe Flood
INDOFLOODS-gauge-482-8,1965-07-31,1965-07-31,198.40200000000002,1965-07-31,1,4020.0,1965-07-31,4020.0,1,1,1,Severe Flood
INDOFLOODS-gauge-482-9,1966-08-01,1966-08-03,200.158,1966-08-01,1,11608.0,1966-08-01,28183.0,3,1,3,Severe Flood
INDOFLOODS-gauge-482-10,1966-08-10,1966-08-10,197.14700000000002,1966-08-10,1,4790.0,1966-08-10,4790.0,1,1,1,Flood
INDOFLOODS-gauge-482-11,1967-08-21,1967-08-22,199.67,1967-08-21,1,8821.0,1967-08-21,11538.0,2,1,2,Severe Flood
INDOFLOODS-gauge-482-12,1967-09-02,1967-09-09,202.8,1967-09-06,1,17917.0,1967-09-06,80439.0,8,5,4,Severe Flood
INDOFLOODS-gauge-482-13,1968-07-10,1968-07-11,199.73,1968-07-10,1,8155.0,1968-07-10,14834.0,2,1,2,Severe Flood
INDOFLOODS-gauge-482-14,1968-07-14,1968-07-14,197.25599999999997,1968-07-14,1,3466.0,1968-07-14,3466.0,1,1,1,Flood
INDOFLOODS-gauge-482-15,1968-08-01,1968-08-07,204.12900000000002,1968-08-05,1,20892.0,1968-08-05,68981.0,7,5,3,Severe Flood
INDOFLOODS-gauge-482-16,1968-08-18,1968-08-21,199.06900000000002,1968-08-19,1,6687.0,1968-08-19,18691.0,4,2,3,Severe Flood
INDOFLOODS-gauge-482-17,1969-07-21,1969-07-22,200.175,1969-07-21,1,9201.0,1969-07-21,12573.0,2,1,2,Severe Flood
INDOFLOODS-gauge-482-18,1969-07-26,1969-07-26,197.00099999999998,1969-07-26,1,3013.0,1969-07-26,3013.0,1,1,1,Flood
INDOFLOODS-gauge-482-19,1969-08-04,1969-08-07,202.525,1969-08-05,1,15555.0,1969-08-05,35990.0,4,2,3,Severe Flood
INDOFLOODS-gauge-482-20,1969-08-11,1969-08-20,208.87099999999998,1969-08-18,1,33497.0,1969-08-18,131659.0,10,8,3,Severe Flood
INDOFLOODS-gauge-482-21,1969-09-11,1969-09-14,200.795,1969-09-13,1,10175.0,1969-09-13,31881.0,4,3,2,Severe Flood
INDOFLOODS-gauge-482-22,1970-07-04,1970-07-04,202.555,1970-07-04,1,13263.0,1970-07-04,13263.0,1,1,1,Severe Flood
INDOFLOODS-gauge-482-23,1970-08-14,1970-08-16,199.317,1970-08-15,1,8800.0,1970-08-15,16825.0,3,2,2,Severe Flood
INDOFLOODS-gauge-482-24,1970-08-24,1970-08-25,200.021,1970-08-24,1,11050.0,1970-08-24,15200.0,2,1,2,Severe Flood
INDOFLOODS-gauge-482-25,1970-08-30,1970-09-08,199.73,1970-09-07,1,10212.0,1970-09-07,61499.0,10,9,2,Severe Flood
INDOFLOODS-gauge-482-26,1970-09-14,1970-09-14,198.287,1970-09-14,1,5542.0,1970-09-14,5542.0,1,1,1,Severe Flood
INDOFLOODS-gauge-482-27,1971-06-29,1971-07-01,198.075,1971-06-30,1,4316.0,1971-06-30,9601.0,3,2,2,Severe Flood
INDOFLOODS-gauge-482-28,1971-07-22,1971-08-01,208.171,1971-07-23,1,27817.0,1971-07-23,148796.0,11,2,10,Severe Flood
INDOFLOODS-gauge-482-29,1971-08-12,1971-08-16,200.225,1971-08-15,1,7713.0,1971-08-14,24204.0,5,4,2,Severe Flood
INDOFLOODS-gauge-482-30,1971-08-27,1971-08-31,198.795,1971-08-31,1,3885.0,1971-08-27,17742.0,5,5,1,Severe Flood
INDOFLOODS-gauge-482-31,1971-09-03,1971-09-03,197.47,1971-09-03,1,3391.0,1971-09-03,3391.0,1,1,1,Flood
INDOFLOODS-gauge-482-32,1971-09-05,1971-09-12,205.002,1971-09-09,1,19321.0,1971-09-09,90419.0,8,5,4,Severe Flood
INDOFLOODS-gauge-482-33,1972-08-11,1972-08-11,197.235,1972-08-11,1,3069.0,1972-08-11,3069.0,1,1,1,Flood
INDOFLOODS-gauge-482-34,1972-08-19,1972-08-19,197.19,1972-08-19,1,2735.0,1972-08-19,2735.0,1,1,1,Flood
INDOFLOODS-gauge-482-35,1972-08-31,1972-09-03,200.12400000000002,1972-09-01,1,8451.0,1972-09-01,27574.0,4,2,3,Severe Flood
INDOFLOODS-gauge-482-36,1973-07-23,1973-07-24,199.94099999999997,1973-07-24,1,33692.0,1973-07-24,65067.0,2,2,1,Severe Flood
INDOFLOODS-gauge-482-37,1973-08-31,1973-09-02,199.351,1973-09-01,1,30402.0,1973-09-01,80870.0,3,2,2,Severe Flood
INDOFLOODS-gauge-482-38,1973-09-07,1973-09-08,198.47099999999998,1973-09-08,1,25202.0,1973-09-08,46373.0,2,2,1,Severe Flood
INDOFLOODS-gauge-482-39,1974-08-21,1974-08-22,200.52,1974-08-22,1,41267.0,1974-08-22,72299.0,2,2,1,Severe Flood
INDOFLOODS-gauge-482-40,1982-08-24,1982-08-24,198.04,1982-08-24,1,24706.0,1982-08-24,24706.0,1,1,1,Severe Flood
INDOFLOODS-gauge-482-41,1986-07-26,1986-07-29,198.39,1986-07-26,1,26630.0,1986-07-26,100840.0,4,1,4,Severe Flood
INDOFLOODS-gauge-482-42,1986-08-17,1986-08-18,199.61,1986-08-17,1,31240.0,1986-08-17,55403.0,2,1,2,Severe Flood
INDOFLOODS-gauge-485-1,2018-07-04,2018-07-04,284.36,2018-07-04,1,,,,1,1,1,Severe Flood
INDOFLOODS-gauge-503-1,1979-07-16,1979-07-17,131.9,1979-07-16,1,11300.0,1979-07-16,21060.0,2,1,2,Severe Flood
